"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"03/04/2024","35,500.0","34,900.0","36,400.0","34,900.0","8.69M","2.16%"
"02/04/2024","34,750.0","34,650.0","34,900.0","34,250.0","2.75M","0.58%"
"01/04/2024","34,550.0","35,150.0","35,200.0","34,500.0","4.25M","-1.71%"
"29/03/2024","35,150.0","35,700.0","35,800.0","35,100.0","1.90M","-1.13%"
"28/03/2024","35,550.0","35,350.0","35,700.0","35,000.0","4.66M","1.14%"
"27/03/2024","35,150.0","35,350.0","35,350.0","34,950.0","2.33M","0.14%"
"26/03/2024","35,100.0","34,800.0","35,350.0","34,500.0","2.64M","1.89%"
"25/03/2024","34,450.0","35,300.0","35,400.0","34,350.0","3.22M","-1.57%"
"22/03/2024","35,000.0","35,150.0","35,200.0","34,500.0","3.88M","0.72%"
"21/03/2024","34,750.0","34,600.0","35,000.0","34,450.0","3.59M","1.16%"
"20/03/2024","34,350.0","34,200.0","34,600.0","33,800.0","3.04M","1.03%"
"19/03/2024","34,000.0","34,400.0","34,450.0","33,850.0","3.45M","-0.29%"
"18/03/2024","34,100.0","35,550.0","35,800.0","33,500.0","9.16M","-3.94%"
"15/03/2024","35,500.0","35,700.0","36,000.0","35,350.0","4.70M","-0.70%"
"14/03/2024","35,750.0","36,400.0","36,550.0","35,500.0","5.95M","-1.65%"
"13/03/2024","36,350.0","35,500.0","36,700.0","35,000.0","8.41M","3.86%"
"12/03/2024","35,000.0","35,450.0","35,750.0","34,800.0","5.74M","-0.99%"
"11/03/2024","35,350.0","35,900.0","36,500.0","34,750.0","4.93M","-1.53%"
"08/03/2024","35,900.0","35,200.0","36,300.0","34,950.0","11.19M","3.16%"
"07/03/2024","34,800.0","34,200.0","35,300.0","33,850.0","7.49M","1.75%"
"06/03/2024","34,200.0","34,500.0","34,500.0","33,750.0","4.13M","-0.58%"
"05/03/2024","34,400.0","34,300.0","34,900.0","34,250.0","4.85M","0.44%"
"04/03/2024","34,250.0","34,500.0","34,600.0","34,150.0","5.77M","0.15%"
"01/03/2024","34,200.0","33,700.0","34,250.0","33,400.0","6.31M","1.33%"
"29/02/2024","33,750.0","34,200.0","34,400.0","33,600.0","3.08M","-0.88%"
"28/02/2024","34,050.0","33,850.0","34,900.0","33,800.0","7.55M","1.19%"
"27/02/2024","33,650.0","33,700.0","34,000.0","33,450.0","2.66M","0.00%"
"26/02/2024","33,650.0","33,050.0","34,150.0","32,800.0","4.77M","1.97%"
"23/02/2024","33,000.0","34,400.0","34,450.0","32,500.0","11.96M","-4.07%"
"22/02/2024","34,400.0","34,550.0","34,850.0","34,400.0","3.37M","-0.58%"
"21/02/2024","34,600.0","34,000.0","34,750.0","34,000.0","5.98M","1.02%"
"20/02/2024","34,250.0","34,600.0","34,600.0","33,850.0","3.99M","-0.15%"
"19/02/2024","34,300.0","34,100.0","34,850.0","33,700.0","6.81M","1.18%"
"16/02/2024","33,900.0","34,000.0","34,400.0","33,550.0","5.27M","-0.29%"
"15/02/2024","34,000.0","34,400.0","34,400.0","33,700.0","3.34M","0.00%"
"07/02/2024","34,000.0","33,400.0","34,500.0","33,300.0","6.64M","3.03%"
"06/02/2024","33,000.0","32,500.0","33,300.0","32,500.0","4.96M","1.38%"
"05/02/2024","32,550.0","32,800.0","32,900.0","32,450.0","2.20M","-0.46%"
"02/02/2024","32,700.0","32,400.0","33,150.0","32,350.0","4.90M","1.24%"
"01/02/2024","32,300.0","31,600.0","32,450.0","31,600.0","3.60M","2.05%"
