"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"10/05/2023","15,088.4","15,135.7","15,230.3","14,946.5","9.56M","0.00%"
"09/05/2023","15,088.4","14,851.9","15,372.2","14,804.6","18.83M","2.24%"
"08/05/2023","14,757.3","14,851.9","14,899.2","14,615.4","8.40M","0.32%"
"05/05/2023","14,710.0","14,568.1","14,946.5","14,473.5","11.58M","0.32%"
"04/05/2023","14,662.7","14,662.7","14,946.5","14,520.8","9.39M","0.00%"
"28/04/2023","14,662.7","14,662.7","14,757.3","14,426.2","8.43M","1.31%"
"27/04/2023","14,473.5","14,899.2","14,946.5","14,426.2","10.97M","-2.55%"
"26/04/2023","14,851.9","14,142.4","14,851.9","14,000.5","14.02M","5.02%"
"25/04/2023","14,142.4","13,905.9","14,378.9","13,905.9","6.98M","2.40%"
"24/04/2023","13,811.3","14,095.1","14,237.0","13,622.1","8.54M","-2.34%"
"21/04/2023","14,142.4","14,568.1","14,568.1","13,953.2","8.91M","-2.29%"
"20/04/2023","14,473.5","14,473.5","14,662.7","14,426.2","3.43M","0.00%"
"19/04/2023","14,473.5","14,899.2","14,946.5","14,473.5","5.92M","-2.55%"
"18/04/2023","14,851.9","14,851.9","14,946.5","14,757.3","6.22M","0.64%"
"17/04/2023","14,757.3","14,520.8","14,899.2","14,520.8","5.16M","1.63%"
"14/04/2023","14,520.8","14,473.5","14,804.6","14,378.9","11.00M","1.66%"
"13/04/2023","14,284.3","14,757.3","14,851.9","14,189.7","13.05M","-2.89%"
"12/04/2023","14,710.0","14,946.5","15,088.4","14,710.0","8.68M","-1.58%"
"11/04/2023","14,946.5","14,662.7","15,041.1","14,615.4","10.28M","1.28%"
"10/04/2023","14,757.3","15,324.9","15,466.8","14,757.3","23.43M","-3.70%"
"07/04/2023","15,324.9","15,514.1","15,656.0","15,088.4","15.34M","-1.22%"
"06/04/2023","15,514.1","15,892.5","16,176.3","15,514.1","22.22M","-1.80%"
"05/04/2023","15,797.9","15,514.1","15,845.2","15,419.5","16.03M","1.52%"
"04/04/2023","15,561.4","15,419.5","15,608.7","15,324.9","14.71M","1.54%"
